word,id_list,skip_table
走,"[1001885, 1033825, 1035326, 1035614, 1054889, 1056461, 1056733, 1056868, 1063190, 1066462, 1079680, 1212453, 1361249, 1529893, 1775691, 1878708, 1917972, 2209098, 2233893, 2240482, 2980812, 3290010, 3642673]","[{'index': 4, 'value': 1054889}, {'index': 8, 'value': 1063190}, {'index': 12, 'value': 1361249}, {'index': 16, 'value': 1917972}, {'index': 20, 'value': 2980812}, {'index': 22, 'value': 3642673}]"
渡静子,[1030054],"[{'index': None, 'value': None}]"
摆,"[1017143, 1030052]","[{'index': 1, 'value': 1030052}, {'index': 1, 'value': 1030052}]"
爾,[1786670],"[{'index': None, 'value': None}]"
可贵,"[1009257, 1013129, 1039487, 1041007, 1060723, 1062134, 1070685, 1071241, 1075538, 1220219, 1369776, 1432596, 1892491, 2295163, 3124525]","[{'index': 3, 'value': 1041007}, {'index': 6, 'value': 1070685}, {'index': 9, 'value': 1220219}, {'index': 12, 'value': 1892491}, {'index': 14, 'value': 3124525}]"
拼凑,[1012611],"[{'index': None, 'value': None}]"
源由,"[1023048, 1026317, 1061977, 1069685, 1081422, 1292416, 1310164, 1321789, 1346815, 1465324, 1770782, 2056749, 2139305, 2160292, 2161892, 2180619, 2214350]","[{'index': 4, 'value': 1081422}, {'index': 8, 'value': 1346815}, {'index': 12, 'value': 2139305}, {'index': 16, 'value': 2214350}, {'index': 16, 'value': 2214350}]"
蓝星,"[1011754, 1033825]","[{'index': 1, 'value': 1033825}, {'index': 1, 'value': 1033825}]"
写作技巧,[1016523],"[{'index': None, 'value': None}]"
破镜重圆,"[1461903, 2331434]","[{'index': 1, 'value': 2331434}, {'index': 1, 'value': 2331434}]"
馮友蘭,[1021273],"[{'index': None, 'value': None}]"
爱梯,[1827702],"[{'index': None, 'value': None}]"
茶余饭后,"[1040771, 1082154]","[{'index': 1, 'value': 1082154}, {'index': 1, 'value': 1082154}]"
一阵,"[1006881, 1007334, 1016300, 1024217, 1031818, 1043201, 1059406, 1069071, 1212453, 1227838, 1433700, 1440101, 1915536, 2062200, 2209098, 2331434, 2584971, 2980812, 3006581, 3506871]","[{'index': 4, 'value': 1031818}, {'index': 8, 'value': 1212453}, {'index': 12, 'value': 1915536}, {'index': 16, 'value': 2584971}, {'index': 19, 'value': 3506871}]"
摸,[4886245],"[{'index': None, 'value': None}]"
逸事,[1291355],"[{'index': None, 'value': None}]"
本港,[1440589],"[{'index': None, 'value': None}]"
Urving,[1092149],"[{'index': None, 'value': None}]"
手感,"[1858410, 2160292]","[{'index': 1, 'value': 2160292}, {'index': 1, 'value': 2160292}]"
难描募,"[1013001, 1021847, 1084336, 1358416, 1456183, 1469051, 1862115, 1949068, 2980812, 3010130]","[{'index': 3, 'value': 1358416}, {'index': 6, 'value': 1862115}, {'index': 9, 'value': 3010130}, {'index': 9, 'value': 3010130}]"
評論,"[1017818, 1424373, 3344676, 3644791, 3901238, 3908032]","[{'index': 2, 'value': 3344676}, {'index': 4, 'value': 3901238}, {'index': 5, 'value': 3908032}]"
导读,"[3642673, 3644791, 3662594]","[{'index': 1, 'value': 3644791}, {'index': 2, 'value': 3662594}, {'index': 2, 'value': 3662594}]"
语录,"[1003479, 1291355, 1887754]","[{'index': 1, 'value': 1291355}, {'index': 2, 'value': 1887754}, {'index': 2, 'value': 1887754}]"
丹布郎,[1485225],"[{'index': None, 'value': None}]"
凶杀案,[2242467],"[{'index': None, 'value': None}]"
游记,"[1000482, 1001885, 1003284, 1010898, 1014278, 1014825, 1016523, 1018577, 1020241, 1027191, 1027587, 1029111, 1029159, 1030052, 1032645, 1035326, 1036490, 1040211, 1046175, 1049189, 1050339, 1050349, 1051163, 1054889, 1056315, 1056461, 1056868, 1057197, 1058234, 1059419, 1059537, 1060068, 1060723, 1063190, 1064682, 1065239, 1065970, 1070685, 1075495, 1075538, 1079252, 1080370, 1082398, 1083003, 1084336, 1090043, 1119522, 1125186, 1186392, 1223575, 1312333, 1361263, 1361264, 1382829, 1391191, 1400705, 1400707, 1420862, 1426971, 1438461, 1440345, 1441869, 1460313, 1465324, 1529893, 1780565, 1848256, 1856025, 1858513, 1859140, 1867064, 1873231, 1878708, 1883245, 1884249, 1902628, 1907199, 1914636, 1917972, 1926700, 1937939, 1949338, 1962923, 1963684, 1985223, 1986590, 2032117, 2042063, 2042966, 2052448, 2068211, 2070012, 2070844, 2086633, 2118032, 2136140, 2159042, 2214350, 2243692, 2250587, 2253642, 2258803, 2282081, 2294993, 2584971, 3009033, 3009821, 3017857, 3088496, 3103080, 3151990, 3274113, 3274182, 3315879, 3333989, 3344676, 3369600, 3369793, 3442373, 3616310, 3626924, 3642673, 3644791, 3667783, 3860856, 3905366, 3908032, 3995526, 4124727, 4159088, 4238362, 4618225, 4742918, 4872671, 4885241, 4886245, 5289756, 5385852]","[{'index': 11, 'value': 1029111}, {'index': 22, 'value': 1051163}, {'index': 33, 'value': 1063190}, {'index': 44, 'value': 1084336}, {'index': 55, 'value': 1400705}, {'index': 66, 'value': 1848256}, {'index': 77, 'value': 1914636}, {'index': 88, 'value': 2042966}, {'index': 99, 'value': 2250587}, {'index': 110, 'value': 3151990}, {'index': 121, 'value': 3642673}, {'index': 132, 'value': 4742918}, {'index': 137, 'value': 5385852}]"
青鸟,[1030469],"[{'index': None, 'value': None}]"
LOLI,"[1075492, 1418297]","[{'index': 1, 'value': 1418297}, {'index': 1, 'value': 1418297}]"
dream,"[1007305, 1014825, 1848256, 1853785, 2295163]","[{'index': 2, 'value': 1848256}, {'index': 4, 'value': 2295163}, {'index': 4, 'value': 2295163}]"
朱姓,[1873231],"[{'index': None, 'value': None}]"
child,"[1033825, 1794844]","[{'index': 1, 'value': 1794844}, {'index': 1, 'value': 1794844}]"
爆炸,"[1000445, 1031740]","[{'index': 1, 'value': 1031740}, {'index': 1, 'value': 1031740}]"
日本,"[1000323, 1000594, 1000856, 1001193, 1002299, 1005521, 1005918, 1006113, 1007433, 1007772, 1007914, 1008074, 1008732, 1009160, 1009459, 1011662, 1012489, 1012561, 1012637, 1013225, 1013380, 1013502, 1015452, 1016003, 1016486, 1017143, 1018482, 1019428, 1020670, 1020959, 1021615, 1022238, 1022632, 1023709, 1024197, 1025336, 1026035, 1026317, 1026686, 1030054, 1030366, 1031575, 1031740, 1032645, 1033778, 1035362, 1035477, 1035848, 1037954, 1039752, 1040211, 1040771, 1043008, 1045926, 1046209, 1046265, 1047447, 1051193, 1052828, 1053759, 1056868, 1057197, 1058661, 1059419, 1060117, 1061367, 1064275, 1064828, 1066462, 1069059, 1069885, 1079440, 1080370, 1080544, 1080687, 1083428, 1083477, 1084336, 1084973, 1085021, 1085860, 1088743, 1092335, 1101607, 1102403, 1138986, 1139726, 1141406, 1180102, 1180108, 1193821, 1203251, 1204889, 1205054, 1205370, 1205372, 1205373, 1205394, 1212080, 1212152, 1213546, 1220219, 1221515, 1226062, 1255288, 1257365, 1258498, 1283273, 1291809, 1329941, 1330096, 1336968, 1337279, 1337297, 1344548, 1346815, 1351652, 1364773, 1369776, 1369777, 1370274, 1388169, 1389960, 1392604, 1394253, 1396339, 1400705, 1400707, 1401795, 1401840, 1401841, 1418297, 1418707, 1419736, 1421921, 1424555, 1424694, 1427302, 1427788, 1428691, 1431880, 1438461, 1439216, 1439894, 1440345, 1440468, 1440589, 1441241, 1442678, 1442680, 1452610, 1455933, 1456831, 1458186, 1458188, 1458192, 1459623, 1464716, 1465324, 1467333, 1467535, 1468393, 1470133, 1474688, 1474773, 1474842, 1475048, 1481362, 1481371, 1495303, 1522230, 1581547, 1753798, 1758767, 1764915, 1767388, 1770782, 1780565, 1781120, 1786670, 1791390, 1798557, 1812618, 1814127, 1848256, 1851385, 1853785, 1855531, 1873268, 1873281, 1874961, 1898609, 1914127, 1914636, 1915536, 1918720, 1918734, 1921479, 1926700, 1927782, 1927869, 1928171, 1937357, 1937939, 1941558, 1947471, 1949925, 1959786, 1964044, 1981647, 1999037, 2003526, 2008284, 2038238, 2039490, 2042241, 2056749, 2057285, 2061644, 2063819, 2070012, 2071404, 2118032, 2119843, 2130986, 2149669, 2150240, 2158189, 2158194, 2159042, 2170341, 2170629, 2174013, 2193877, 2242461, 2242467, 2250587, 2256438, 2258803, 2297697, 2297706, 2317974, 2336093, 2339950, 2360269, 2361768, 2584971, 3012517, 3053207, 3091349, 3101457, 3102324, 3103080, 3140801, 3162513, 3162527, 3181927, 3187737, 3187750, 3191044, 3211779, 3259440, 3316422, 3335362, 3369600, 3597938, 3615061, 3646172, 3672237, 3678694, 3682204, 3683898, 3713327, 3786755, 3801097, 3864342, 3865832, 3890174, 4009552, 4011670, 4067621, 4074636, 4149893, 4152754, 4173403, 4264003, 4618225, 4742918, 4872671, 4885241, 5385852]","[{'index': 17, 'value': 1012561}, {'index': 34, 'value': 1024197}, {'index': 51, 'value': 1040771}, {'index': 68, 'value': 1066462}, {'index': 85, 'value': 1138986}, {'index': 102, 'value': 1221515}, {'index': 119, 'value': 1369777}, {'index': 136, 'value': 1424694}, {'index': 153, 'value': 1458186}, {'index': 170, 'value': 1522230}, {'index': 187, 'value': 1855531}, {'index': 204, 'value': 1941558}, {'index': 221, 'value': 2071404}, {'index': 238, 'value': 2258803}, {'index': 255, 'value': 3162527}, {'index': 272, 'value': 3713327}, {'index': 289, 'value': 4885241}, {'index': 290, 'value': 5385852}]"
pipi,[1004088],"[{'index': None, 'value': None}]"
共济会,"[1228110, 4171951]","[{'index': 1, 'value': 4171951}, {'index': 1, 'value': 4171951}]"
神绩,[1039840],"[{'index': None, 'value': None}]"
59,[1400717],"[{'index': None, 'value': None}]"
哀痛,"[1000323, 1003000, 1006197, 1011754, 1013248, 1013416, 1015452, 1016300, 1018153, 1019428, 1023045, 1023500, 1029111, 1029791, 1031740, 1036274, 1046265, 1049189, 1049354, 1059406, 1059419, 1061118, 1075492, 1080687, 1082154, 1082582, 1084336, 1089243, 1119522, 1193821, 1212152, 1261153, 1291760, 1329941, 1420368, 1431880, 1439894, 1440345, 1759860, 1761056, 1770782, 1873281, 1918720, 1949925, 2008972, 2056749, 2062200, 2214344, 2250587, 3616310]","[{'index': 7, 'value': 1016300}, {'index': 14, 'value': 1031740}, {'index': 21, 'value': 1061118}, {'index': 28, 'value': 1119522}, {'index': 35, 'value': 1431880}, {'index': 42, 'value': 1918720}, {'index': 49, 'value': 3616310}, {'index': 49, 'value': 3616310}]"
不感兴趣,[1069848],"[{'index': None, 'value': None}]"
现代汉语,"[1001896, 1026425, 1036684, 1044663, 1044772, 1046385, 1049219, 1057244, 1061118, 1069848, 1082349, 1796596, 1882933, 1916726, 1926103, 1931318, 1938591, 2030664, 3394338, 3880832, 5275059]","[{'index': 4, 'value': 1044772}, {'index': 8, 'value': 1061118}, {'index': 12, 'value': 1882933}, {'index': 16, 'value': 1938591}, {'index': 20, 'value': 5275059}, {'index': 20, 'value': 5275059}]"
茅盾文学奖,"[1043485, 1061118, 1067907, 1080309, 1082334, 1082349, 1083003, 1084082, 1085799, 1200840, 1200842]","[{'index': 3, 'value': 1080309}, {'index': 6, 'value': 1083003}, {'index': 9, 'value': 1200840}, {'index': 10, 'value': 1200842}]"
文里,[1004956],"[{'index': None, 'value': None}]"
剽窃,"[1006646, 1016300]","[{'index': 1, 'value': 1016300}, {'index': 1, 'value': 1016300}]"
民族,"[1003479, 1012611, 1013369, 1022060, 1022238, 1027247, 1046492, 1080309, 1082334, 1083003, 1084082, 1255624, 1255625, 1291355, 1427825, 1770782, 1794620, 1829836, 1851385, 2267630, 2359212, 3067169, 3577218, 4112874, 4113090]","[{'index': 5, 'value': 1027247}, {'index': 10, 'value': 1084082}, {'index': 15, 'value': 1770782}, {'index': 20, 'value': 2359212}, {'index': 24, 'value': 4113090}]"
阿信,"[1056461, 1059419, 1061118, 1076654, 1082154, 1084336, 1292416, 1310164, 1440345, 1823349, 1868786, 2295324]","[{'index': 3, 'value': 1076654}, {'index': 6, 'value': 1292416}, {'index': 9, 'value': 1823349}, {'index': 11, 'value': 2295324}]"
奇女子,"[1014278, 1023500, 1029111, 1029159, 1058234, 1082162, 1082398, 1090043, 1125186, 1361264, 1382836, 1382838, 1400705, 1529893, 1981355, 2022979, 2233893, 2256438, 2363651]","[{'index': 4, 'value': 1058234}, {'index': 8, 'value': 1125186}, {'index': 12, 'value': 1400705}, {'index': 16, 'value': 2233893}, {'index': 18, 'value': 2363651}]"
概览,[1045818],"[{'index': None, 'value': None}]"
值钱,[1092149],"[{'index': None, 'value': None}]"
香味,[1292416],"[{'index': None, 'value': None}]"
东华,"[1017143, 1257365]","[{'index': 1, 'value': 1257365}, {'index': 1, 'value': 1257365}]"
Manbooker,[4011440],"[{'index': None, 'value': None}]"
MatthewScudder,[1867064],"[{'index': None, 'value': None}]"
myFavorite,[1200840],"[{'index': None, 'value': None}]"
錢鐘,"[1008145, 1061242]","[{'index': 1, 'value': 1061242}, {'index': 1, 'value': 1061242}]"
合,"[1006197, 1013416, 1047138, 1064275, 1449352]","[{'index': 2, 'value': 1047138}, {'index': 4, 'value': 1449352}, {'index': 4, 'value': 1449352}]"
冨,"[1370274, 1421921, 1424555, 1791390]","[{'index': 2, 'value': 1424555}, {'index': 3, 'value': 1791390}]"
体味,"[1013208, 1021273, 1024217, 1036274, 1047719, 1209899, 1440885, 1482200, 1827702, 1859140, 1914636, 1919072, 1941558, 2030664, 2194123, 2363651, 2988943, 3223711, 3642673]","[{'index': 4, 'value': 1047719}, {'index': 8, 'value': 1827702}, {'index': 12, 'value': 1941558}, {'index': 16, 'value': 2988943}, {'index': 18, 'value': 3642673}]"
Garcia,"[1059112, 1292227]","[{'index': 1, 'value': 1292227}, {'index': 1, 'value': 1292227}]"
惨绿,[1082577],"[{'index': None, 'value': None}]"
本国,"[1007305, 1008357, 1009938, 1014561, 1019568, 1029553, 1073708, 1088581]","[{'index': 2, 'value': 1009938}, {'index': 4, 'value': 1019568}, {'index': 6, 'value': 1073708}, {'index': 7, 'value': 1088581}]"
土耳其,"[1770782, 1851385, 1949121, 2042063]","[{'index': 2, 'value': 1949121}, {'index': 3, 'value': 2042063}]"
暗面,[3616310],"[{'index': None, 'value': None}]"
老多,[1007305],"[{'index': None, 'value': None}]"
Ender,[1140727],"[{'index': None, 'value': None}]"
之深,[1009459],"[{'index': None, 'value': None}]"
NeilGaiman,[1939182],"[{'index': None, 'value': None}]"
遥,[1200840],"[{'index': None, 'value': None}]"
痛,"[1003000, 1018153, 1030153, 1041111, 1041550, 1079509, 1087758, 1461903, 1794620, 1963684, 3191328, 3211779, 3259440, 3442373, 4067621, 4113090]","[{'index': 4, 'value': 1041550}, {'index': 8, 'value': 1794620}, {'index': 12, 'value': 3259440}, {'index': 15, 'value': 4113090}]"
４,[2253642],"[{'index': None, 'value': None}]"
关闭,"[1012242, 1088065, 1794620]","[{'index': 1, 'value': 1088065}, {'index': 2, 'value': 1794620}, {'index': 2, 'value': 1794620}]"
Greed,[1180102],"[{'index': None, 'value': None}]"
磐,[1844629],"[{'index': None, 'value': None}]"
直子,"[1007914, 1046265, 1336968, 1344548, 1346815, 1475048, 1529893, 1758767, 1780565, 1794620, 1863930, 1981647, 2003526, 2070012, 2071404, 2130986, 2258803]","[{'index': 4, 'value': 1346815}, {'index': 8, 'value': 1780565}, {'index': 12, 'value': 2003526}, {'index': 16, 'value': 2258803}, {'index': 16, 'value': 2258803}]"
ToSell,"[1005492, 1005576, 1464442, 1867642]","[{'index': 2, 'value': 1464442}, {'index': 3, 'value': 1867642}]"
復,"[1006197, 1076045, 1084973, 1088581, 1279212]","[{'index': 2, 'value': 1084973}, {'index': 4, 'value': 1279212}, {'index': 4, 'value': 1279212}]"
细节,"[1005492, 1007305, 1013369, 1041482, 1051663, 1063190, 1084919, 1292416, 1344548, 1780565, 1827702, 1858410, 2052596, 2243213, 2380307, 3813669]","[{'index': 4, 'value': 1051663}, {'index': 8, 'value': 1344548}, {'index': 12, 'value': 2052596}, {'index': 15, 'value': 3813669}]"
嗎,[1941301],"[{'index': None, 'value': None}]"
劝化,[2119843],"[{'index': None, 'value': None}]"
许仲琳,[1009938],"[{'index': None, 'value': None}]"
花朵,"[1016300, 1319345, 1529893, 3010130, 3010133]","[{'index': 2, 'value': 1529893}, {'index': 4, 'value': 3010133}, {'index': 4, 'value': 3010133}]"
園,"[1084336, 2008972]","[{'index': 1, 'value': 2008972}, {'index': 1, 'value': 2008972}]"
光荣,"[1005492, 1063245, 1220853, 2133556]","[{'index': 2, 'value': 1220853}, {'index': 3, 'value': 2133556}]"
古典名著,"[1002299, 1005918, 1006197, 1007305, 1008357, 1009938, 1010472, 1012489, 1012561, 1012637, 1013267, 1013380, 1014561, 1016003, 1019568, 1024197, 1029553, 1031741, 1046209, 1059258, 1073708, 1083428, 1083477, 1085860, 1088581, 1119528, 1141406, 1186350, 1203251, 1203426, 1205054, 1205370, 1205373, 1213945, 1255625, 1258498]","[{'index': 6, 'value': 1010472}, {'index': 12, 'value': 1014561}, {'index': 18, 'value': 1046209}, {'index': 24, 'value': 1088581}, {'index': 30, 'value': 1205054}, {'index': 35, 'value': 1258498}]"
教养,[1048007],"[{'index': None, 'value': None}]"
分辨,[1088581],"[{'index': None, 'value': None}]"
永年,"[1440972, 1917972]","[{'index': 1, 'value': 1917972}, {'index': 1, 'value': 1917972}]"
Children,"[1941301, 2171321, 2271582, 3181927]","[{'index': 2, 'value': 2271582}, {'index': 3, 'value': 3181927}]"
张洁,[1066165],"[{'index': None, 'value': None}]"
善于,[1321018],"[{'index': None, 'value': None}]"
weird,[1119522],"[{'index': None, 'value': None}]"
小狗,[1001193],"[{'index': None, 'value': None}]"
轻舞,[1024217],"[{'index': None, 'value': None}]"
卢汉,[1062193],"[{'index': None, 'value': None}]"
文科,"[1008145, 1064275]","[{'index': 1, 'value': 1064275}, {'index': 1, 'value': 1064275}]"
末,"[1049189, 1062991]","[{'index': 1, 'value': 1062991}, {'index': 1, 'value': 1062991}]"
乖僻,[1848256],"[{'index': None, 'value': None}]"
店,"[1039752, 1079680, 1159939]","[{'index': 1, 'value': 1079680}, {'index': 2, 'value': 1159939}, {'index': 2, 'value': 1159939}]"
越走越远,"[3642673, 3644791, 3662594]","[{'index': 1, 'value': 3644791}, {'index': 2, 'value': 3662594}, {'index': 2, 'value': 3662594}]"
四川话,[2082194],"[{'index': None, 'value': None}]"
空性,[1963912],"[{'index': None, 'value': None}]"
重新认识,"[1005193, 1449352]","[{'index': 1, 'value': 1449352}, {'index': 1, 'value': 1449352}]"
中心,"[1006770, 1015398, 1021273, 1031740, 1032431, 1041550, 1050339, 1052360, 1059419, 1060774, 1066165, 1082150, 1085883, 1089243, 1096790, 1291809, 1418180, 1449348, 1449351, 1449352, 1456524, 1827702, 1868698, 2032117, 2160226, 2160292, 2214350, 3013903]","[{'index': 5, 'value': 1041550}, {'index': 10, 'value': 1066165}, {'index': 15, 'value': 1291809}, {'index': 20, 'value': 1456524}, {'index': 25, 'value': 2160292}, {'index': 27, 'value': 3013903}]"
塔塔,[4242172],"[{'index': None, 'value': None}]"
进进出出,[1008145],"[{'index': None, 'value': None}]"
同性恋,"[1020959, 1076654, 1310164, 1394433, 1424741, 1458164, 1812895, 1873281, 2034893, 2086633, 3662594]","[{'index': 3, 'value': 1394433}, {'index': 6, 'value': 1812895}, {'index': 9, 'value': 2086633}, {'index': 10, 'value': 3662594}]"
FromSummer,[2042063],"[{'index': None, 'value': None}]"
总一朗,[1898609],"[{'index': None, 'value': None}]"
难读,[1017143],"[{'index': None, 'value': None}]"
劇場,"[1312333, 1949068, 3010133]","[{'index': 1, 'value': 1949068}, {'index': 2, 'value': 3010133}, {'index': 2, 'value': 3010133}]"
影戏,"[1001193, 1003284, 1005521, 1005660, 1006341, 1007305, 1007433, 1007928, 1008145, 1008988, 1009257, 1009931, 1011977, 1012242, 1013129, 1013380, 1014578, 1015584, 1015767, 1016058, 1016300, 1016806, 1017143, 1018577, 1019431, 1020459, 1021847, 1022060, 1023048, 1024217, 1025753, 1026317, 1029791, 1032581, 1035146, 1035326, 1036274, 1037954, 1039460, 1039487, 1040104, 1040211, 1040397, 1040771, 1041007, 1042434, 1045466, 1045818, 1046265, 1050339, 1052828, 1056733, 1057244, 1058679, 1059537, 1061118, 1061977, 1064275, 1065970, 1066462, 1068920, 1069848, 1071241, 1071794, 1073349, 1075492, 1075743, 1076654, 1078250, 1078554, 1080370, 1080687, 1082154, 1082349, 1082369, 1082584, 1083428, 1083474, 1083762, 1084336, 1085021, 1086249, 1092335, 1119522, 1141406, 1143694, 1151873, 1159939, 1214898, 1254588, 1261153, 1283273, 1292227, 1292416, 1310164, 1316648, 1336330, 1343089, 1358873, 1394433, 1400705, 1400707, 1424373, 1424741, 1427302, 1432596, 1440345, 1459623, 1465324, 1467776, 1529893, 1767945, 1770782, 1792668, 1798557, 1812618, 1812895, 1818347, 1827374, 1829226, 1844629, 1856025, 1859649, 1868786, 1878708, 1914636, 1926700, 1949068, 2030664, 2034893, 2042966, 2056749, 2086633, 2139305, 2143732, 2154960, 2158194, 2159042, 2214350, 2243213, 2243692, 2250587, 2267883, 2275502, 2277795, 2295324, 2326403, 2381950, 3124525, 3239824, 3246904, 3259440, 3311009, 3326892, 3335362, 3537590, 3547099, 3644791, 3672237, 3713327, 3776157, 3801097, 3864342, 4011670]","[{'index': 12, 'value': 1011977}, {'index': 24, 'value': 1019431}, {'index': 36, 'value': 1036274}, {'index': 48, 'value': 1046265}, {'index': 60, 'value': 1068920}, {'index': 72, 'value': 1082154}, {'index': 84, 'value': 1141406}, {'index': 96, 'value': 1336330}, {'index': 108, 'value': 1465324}, {'index': 120, 'value': 1844629}, {'index': 132, 'value': 2086633}, {'index': 144, 'value': 2277795}, {'index': 156, 'value': 3547099}, {'index': 163, 'value': 4011670}]"
